Ticker,Name
^NQJP8600LM,NASDAQ Japan Real Estate Large
SX86T.Z,
SXAGT.Z,
SX5ECGD.Z,
^NQUSS8637N,NQ US Sm Cap Real Estate Svcs I
SUXU.Z,
^NQUSB8630LMEURN,NQ US Real Estate Inv & Svcs L
^NQJP8600LMEURN,NASDAQ Japan Real Estate Lg Md
SXXESGT.Z,
SX7K.Z,ESTX BANKS PR.USD
^NQGB8600LMAUD,NASDAQ UK Real Estate Large Mid
FESE.EX,
^NQGB8600LMJPYT,NASDAQ UK Real Estate Large Mid
^NQEM8600JPYN,NASDAQ Emerging Real Estate JPY
^GSPTTRE,S&P/TSX Capped Real Estate Inde
^NQEMEA8600LMT,NASDAQ EMEA Real Estate Large M
^NQEMEA8600AUDT,NASDAQ EMEA Real Estate AUD TR
^NQUSB8600LMAUDT,NQ US Real Estate Large Mid Ca
SXBSCGT.Z,
^NQUSS8637CADN,NQ US Sm Cap Real Estate Svcs C
SX5T7S.Z,
CHREFX.SW,SXI SWISS RE FD PR
WIESP2350.FGI,
^NQUSM8630T,NQ US Md Cap Real Estate Inv &
SX5E1030.Z,
WIESP8530.L,
SXLV5E.Z,
SXIT.Z,ESTXINS EUR NR
^NQUSS8670JPY,NQ US Sm Cap Real Estate Inv Tr
^NQMEA8600LM,NASDAQ MEA Real Estate Large Mi
^NQEMEA8600LMAUD,NASDAQ EMEA Real Estate Lg Md C
^NQEU8600LMJPYT,NASDAQ Europe Real Estate Lg Md
^NQG8600LMCADT,NASDAQ Global Real Estate Lg Md
^NQEURO8600LMEURT,NASDAQ Eurozone Real Estate Lg
^NQMEA8600LMJPYT,NASDAQ MEA Real Estate Large Mi
^NQUSS8670AUDN,NQ US Sm Cap Real Estate Inv Tr
SXD315K.Z,
SXDK.Z,ESTXHEC USD P
^NQDM8600,The NASDAQ Developed Markets Re
SEESGSER.Z,
0X7F.Z,ESTX50RC5%EUR
S5000GU.Z,
^NQEMMEA8600CADT,NASDAQ EM MEA Real Estate CAD T
SX5R12UG.Z,
SXA315T.Z,
SXAE.Z,ESTXA&P EUR P
SXEELC.Z,
SD3T.Z,
SXI315GU.Z,
^NQMEA8600AUDN,NASDAQ MEA Real Estate AUD NTR
^NQEMASIA8600JPY,NASDAQ EM Asia Real Estate JPY
SXQ315GU.Z,
SXEESGGU.Z,
GX.MC,IBEX INVX10
^NQGB8600JPYN,NASDAQ UK Real Estate JPY NTR I
^NQG8600LMN,NASDAQ Global Real Estate Large
^NQUSB8670LMN,NQ US Real Estate Inv Trusts L
FNX.Z,
SXTRUZMK.Z,
SLGU.Z,
SXO315GT.Z,
^NQUSL8670N,NQ US Lg Cap Real Estate Inv Tr
SXR315GU.Z,
SXRI15UN.Z,
SX7315T.Z,
SX5GU6S.Z,
^NQUSB8637LMN,NQ US Real Estate Svcs Large M
^NQUSS8633EUR,NQ US Sm Cap Real Estate Hldg &
^NQEURO8600EURN,NASDAQ Eurozone Real Estate EUR
SX5XITE.Z,
^NQG8600GBPT,NASDAQ Global Real Estate GBP T
^NQUSB8630LMN,NQ US Real Estate Inv & Svcs L
^NQEMEA8600CAD,NASDAQ EMEA Real Estate CAD Ind
^NQUSM8670AUDN,NQ US Md Cap Real Estate Inv Tr
^NQDM8600JPYN,NASDAQ Developed Real Estate JP
SX5EDL5.Z,
TEBSCT.Z,
^NQUSB8600LMEUR,NQ US Real Estate Large Mid Ca
^NQJP8600T,The NASDAQ Japan Real Estate In
^NQGB8600,The NASDAQ United Kingdom Real
^NQUSM8600CAD,NQ US Md Cap Real Estate CAD In
SIEBBVG.Z,
SXXSEE.Z,
SXTRUZ1E.Z,
SXEAA.Z,
SXUELC.Z,
^NQEU8600LMAUDT,NASDAQ Europe Real Estate Lg Md
SX5EGLP.Z,
SX5R5EE.Z,
SXO315E.Z,
^NQJP8600,The NASDAQ Japan Real Estate In
WIESP5000.L,
D8AA.DE,
^NQUSB8637LMCADN,NQ US Real Estate Svcs Lg Md C
^NQGB8600CAD,NASDAQ UK Real Estate CAD Index
FESU.EX,
0X7K.Z,ESTX50IT EUR NR
^NQEU8600CADT,NASDAQ Europe Real Estate CAD T
SX5HGN.Z,
WIESP6530.FGI,
SXXIXU.Z,
^WGRESI,Wilshire Global Real Estate Sec
50050100.MA,
STGE.Z,
SX5XFIGT.Z,
^NQEU8600AUD,NASDAQ Europe Real Estate AUD I
^NQEURO8600JPYN,NASDAQ Eurozone Real Estate JPY
SXOGT.Z,
^NQUSS8633CADN,NQ US Sm Cap Real Estate Hldg &
^NQMEA8600LMCAD,NASDAQ MEA Real Estate Large Mi
^NQUSS8670EURT,NQ US Sm Cap Real Estate Inv Tr
SX4315K.Z,
SX5KDL5.Z,
SXEIEQ.Z,
SX5T4S.Z,
^NQUSM8630CADN,NQ US Md Cap Real Estate Inv &
SXF315K.Z,
^NQUSB8600LMGBP,NQ US Real Estate Large Mid Ca
^NQEMMEA8600AUDT,NASDAQ EM MEA Real Estate AUD T
SX86E.Z,
SXD315GU.Z,
^NQEMMEA8600AUD,NASDAQ EM MEA Real Estate AUD I
FDX.Z,
^NQEMASIA8600GBPT,NASDAQ EM Asia Real Estate GBP
SX5E1630.Z,
^NQUSB8630LMGBPN,NQ US Real Estate Inv & Svcs L
^NQASPA8600GBP,NASDAQ ASPA Real Estate GBP Ind
^NQASPA8600CAD,NASDAQ ASPA Real Estate CAD Ind
^NQUSS8670JPYN,NQ US Sm Cap Real Estate Inv Tr
INDIC.MC,IBEX 35 CONSTRUCT
^NQEMEA8600CADN,NASDAQ EMEA Real Estate CAD NTR
SXEESLEG.Z,
^NQEURO8600LMAUD,NASDAQ Eurozone Real Estate Lg
SXN315T.Z,
SXXIXEB.Z,
^NQEMASIA8600JPYT,NASDAQ EM Asia Real Estate JPY
0KKS.Z,ESTX50VOLBALEUR
^NQEMEU8600CAD,NASDAQ EM Europe Real Estate CA
^NQUSM8630AUDN,NQ US Md Cap Real Estate Inv &
^NQUSM8630GBPT,NQ US Md Cap Real Estate Inv &
^NQEMASIA8600EURN,NASDAQ EM Asia Real Estate EUR
SUBE.Z,
SX5XFRK.Z,
^NQUSL8670JPY,NQ US Lg Cap Real Estate Inv Tr
SX5XLUU.Z,
SSGE.Z,
^NQUSM8600T,NQ US Md Cap Real Estate TR Ind
SX5XNLK.Z,
12113633.SG,
^NQUSL8600EURT,NQ US Lg Cap Real Estate EUR TR
SXXU.Z,ESTX USD NR
SX5GTDL5.Z,
WIESP5000.FGI,
^NQUSB8630LMCADT,NQ US Real Estate Inv & Svcs L
SXE315GU.Z,
^NQGB8600EUR,NASDAQ UK Real Estate EUR Index
^NQASPA8600,The NASDAQ ASPA Real Estate Ind
SX5TDL7.Z,
SX5T8S.Z,
0X7E.Z,ESTX 50 RISK C. 5 NR EO
0X7D.Z,ESTX50RC12%EUR
^NQEMEA8600LM,NASDAQ EMEA Real Estate Large M
^ESIGG,^ESIGG
SXXIXK.Z,
FESR.EX,
^NQEMMEA8600GBPT,NASDAQ EM MEA Real Estate GBP T
^NQEMEA8600LMGBPN,NASDAQ EMEA Real Estate Lg Md C
^NQGB8600AUDT,NASDAQ UK Real Estate AUD TR In
^SP400-404020,^SP400-404020
SX5R10UG.Z,
^NQUSS8630EURN,NQ US Sm Cap Real Estate Inv &
SX5E1700.Z,
SX5XESGU.Z,
WIESP8350.FGI,
SX5R20UE.Z,
SXXK.Z,ESTX USD P
SXBSCK.Z,
^NQUSM8600CADN,NQ US Md Cap Real Estate CAD NT
^NQEURO8600EUR,NASDAQ Eurozone Real Estate EUR
SXEAU.Z,
SX3GT.Z,
SX5E3S.Z,
^NQEMMEA8600T,The NASDAQ EM MEA Real Estate I
SXRI15UG.Z,
2DWF.Z,ESTX50DAILYLAVEUR
^NQEURO8600LMCADN,NASDAQ Eurozone Real Estate Lg
^NQEM8600LMGBP,NASDAQ EM Real Estate Lg Md Cap
^NQASPA8600LMAUD,NASDAQ ASPA Real Estate Lg Md C
SX5R12UE.Z,
SIKFTS.Z,
SX5E5S.Z,
SX5XFIT.Z,
SXEESGGY.Z,
WIESP5370.FGI,
SIUFTS.Z,
STGU.Z,
^NQUSM8630CAD,NQ US Md Cap Real Estate Inv &
SX5XEST.Z,
13362008.Z,
^NQDMASIA8600LM,NASDAQ DM Asia Real Estate Larg
SITTRA.Z,
^NQMEA8600EURN,NASDAQ MEA Real Estate EUR NTR
^NQUSM8600,NQ US Md Cap Real Estate Index
SX5EHB.Z,
^NQUSB8637LMAUD,NQ US Real Estate Svcs Lg Md C
^SP1500-4040,^SP1500-4040
^NQEMMEA8600CAD,NASDAQ EM MEA Real Estate CAD I
SXXESGGT.Z,
SUYT.Z,
SXLV2GT.Z,
^NQUSB8633JPYN,NQ US Bnchmk Real Estate Hldg &
TEIDUT.Z,
^NQEMMEA8600EURT,NASDAQ EM MEA Real Estate EUR T
^NQUSS8670GBPT,NQ US Sm Cap Real Estate Inv Tr
SX5K2S.Z,
REALX.SW,REALX.SW
SXXSEGT.Z,
SX5EDL8.Z,
SX5R5UN.Z,
^NQJP8600CADT,NASDAQ Japan Real Estate CAD TR
^NQDMEU8600GBPT,NASDAQ DM Europe Real Estate GB
SX7T.Z,ESTX BANKS RE.EUR
^WXRESI,Wilshire ex US Real Estate Secu
SX5E1300.Z,
^NQEM8600AUDN,NASDAQ Emerging Real Estate AUD
^NQDMEU8600JPYT,NASDAQ DM Europe Real Estate JP
^NQDM8600T,The NASDAQ Developed Markets Re
BATT.Z,
SX3315GU.Z,
SX5GT7S.Z,
^NQEMEU8600GBP,NASDAQ EM Europe Real Estate GB
SX7315U.Z,
WIESP7000.FGI,
SX5ODLG.Z,
^NQDM8600GBP,NASDAQ Developed Real Estate GB
SXFU.Z,ESTXFINS USD NR
^NQUSS8630JPYT,NQ US Sm Cap Real Estate Inv &
SX5XLUE.Z,
WIEXUKS2790.L,
^NQEM8600LMEUR,NASDAQ EM Real Estate Lg Md Cap
WIESP1000.L,
^NQDM8600LMEURN,NASDAQ DM Real Estate Lg Md Cap
SX7315E.Z,
^NQGB8600LMGBP,NASDAQ UK Real Estate Large Mid
SXPU.Z,ESTXBAR USD NR
SXECC.Z,
^NQMEA8600LMCADT,NASDAQ MEA Real Estate Large Mi
^NQGB8600LMGBPT,NASDAQ UK Real Estate Large Mid
^NQUSB8670LMT,NQ US Real Estate Inv Trusts L
^NQUSL8600CADN,NQ US Lg Cap Real Estate CAD NT
^NQUSS8600JPYT,NQ US Sm Cap Real Estate JPY TR
^NQEMEU8600EUR,NASDAQ EM Europe Real Estate EU
^NQUSB8670LM,NQ US Real Estate Inv Trusts L
^NQEMASIA8600LMT,NASDAQ EM Asia Real Estate Larg
SX5R5UG.Z,
SX5GUDL8.Z,
SXISLBK.Z,
SXT315U.Z,
^NQUSL8600CADT,NQ US Lg Cap Real Estate CAD TR
MCXU.Z,
SX5TDL6.Z,
^NQEURO8600LMEUR,NASDAQ Eurozone Real Estate Lg
^NQEU8600LMT,NASDAQ Europe Real Estate Large
SXLVB3K.Z,
^NQEMASIA8600LM,NASDAQ EM Asia Real Estate Larg
^NQJP8600AUDT,NASDAQ Japan Real Estate AUD TR
^NQUSM8670AUD,NQ US Md Cap Real Estate Inv Tr
^NQGB8600LMJPY,NASDAQ UK Real Estate Large Mid
^NQDMASIA8600CADT,NASDAQ DM Asia Real Estate CAD
^NQUSL8600,NQ US Lg Cap Real Estate Index
SUYU.Z,
^NQUSS8600JPY,NQ US Sm Cap Real Estate JPY In
^NQGB8600LMGBPN,NASDAQ UK Real Estate Large Mid
SX5XESGT.Z,
^NQMEA8600LMAUDT,NASDAQ MEA Real Estate Large Mi
SXRI12UE.Z,
^NQEMEU8600GBPN,NASDAQ EM Europe Real Estate GB
^NQUSB8637LMEUR,NQ US Real Estate Svcs Lg Md C
^NQEMMEA8600GBP,NASDAQ EM MEA Real Estate GBP I
SX5E0930.Z,
SXXENDGR.Z,
^NQDMASPA8600GBP,NASDAQ DM ASPA Real Estate GBP
NZRSG.NZ,S&P/NZX REAL ESTATE SELECT INDE
WISWE6570.L,
SX5GUDL7.Z,
^NQDMEU8600EUR,NASDAQ DM Europe Real Estate EU
^NQMEA8600LMEUR,NASDAQ MEA Real Estate Large Mi
^NQUSB8633,NQ US Bnchmk Real Estate Hldg &
SX5XITGT.Z,
SD3AGU.Z,
^NQDM8600AUD,NASDAQ Developed Real Estate AU
^NQUSM8600AUD,NQ US Md Cap Real Estate AUD In
^NQMEA8600JPYT,NASDAQ MEA Real Estate JPY TR I
^NQUSS8633N,NQ US Sm Cap Real Estate Hldg &
^NQUSS8600CADN,NQ US Sm Cap Real Estate CAD NT
SXEESLGP.Z,
^NQUSS8630CADT,NQ US Sm Cap Real Estate Inv &
SIUTRA.Z,
LCXNFK.Z,
T8630T.Z,
SUBU.Z,
SXO7K.Z,
PIQM.Z,ESTXSTSY40 EUR P
^NQUSS8633JPY,NQ US Sm Cap Real Estate Hldg &
SXOT.Z,ESTXC&M EUR NR
^NQASPA8600LMAUDN,NASDAQ ASPA Real Estate Lg Md C
WIESP5550.L,
^STOXXE,ESTX EUR P
^NQDMASIA8600N,The NASDAQ DM Asia Real Estate
^NQDMASPA8600GBPN,NASDAQ DM ASPA Real Estate GBP
^NQEURO8600LMGBPT,NASDAQ Eurozone Real Estate Lg
13362006.Z,
^NQUSS8600GBPN,NQ US Sm Cap Real Estate GBP NT
^NQDMEU8600LMCAD,NASDAQ DM Europe Real Estate Lg
^NQEMASIA8600JPYN,NASDAQ EM Asia Real Estate JPY
^NQEURO8600CAD,NASDAQ Eurozone Real Estate CAD
SXXENFGV.Z,
SXLV5GT.Z,
LCXNFE.Z,
SXFINGT.Z,
SXP315T.Z,
SXNU.Z,ESTXIGS USD NR
FESO.EX,
^NQEU8600LM,NASDAQ Europe Real Estate Large
^NQUSL8670AUD,NQ US Lg Cap Real Estate Inv Tr
^NQUSB8670LMJPY,NQ US Real Estate Inv Trusts L
^NQEM8600LMEURN,NASDAQ EM Real Estate Lg Md Cap
WIESP5550.FGI,
SXLV1E.Z,
^NQEMEA8600AUDN,NASDAQ EMEA Real Estate AUD NTR
SXKGU.Z,
SX5NFE.Z,
^NTGRENTR,Northern Trust Global Real Esta
SXTRUZLE.Z,
WIEXUKS2790.FGI,
LCXNBE.Z,
SXK315GT.Z,
STGT.Z,
^NQUSS8630,NQ US Sm Cap Real Estate Inv &
^NQUSM8630N,The NASDAQ US Mid Cap Real Esta
20976081.SG,
^NQEMMEA8600GBPN,NASDAQ EM MEA Real Estate GBP N
^NQUSM8670JPYN,NQ US Md Cap Real Estate Inv Tr
^NQUSB8630LM,NQ US Real Estate Inv & Svcs L
^NQEM8600LMJPY,NASDAQ EM Real Estate Lg Md Cap
SXLVB3GU.Z,
SXM315K.Z,
SUST.Z,
^NQEURO8600GBP,NASDAQ Eurozone Real Estate GBP
^NQGB8600JPYT,NASDAQ UK Real Estate JPY TR In
^NQDMASPA8600AUD,NASDAQ DM ASPA Real Estate AUD
^NQUSL8670JPYT,NQ US Lg Cap Real Estate Inv Tr
^NQUSS8637CADT,NQ US Sm Cap Real Estate Svcs C
SXLVB3U.Z,
SX5UDL6.Z,
^MRETS,Morningstar Real Estate Sector
SXRI10EG.Z,
SXXIXGU.Z,
^NQASPA8600JPYT,NASDAQ ASPA Real Estate JPY TR
SX5XNLU.Z,
SXTGT.Z,
^SP500-404030,^SP500-404030
^NQUSM8630EURT,NQ US Md Cap Real Estate Inv &
SX5XFRT.Z,
SX5KDL7.Z,
SX5R10EG.Z,
SXUSVC.Z,
SXO315T.Z,
^NQEU8600AUDN,NASDAQ Europe Real Estate AUD N
SXQE.Z,ESTXP&H EUR P
SX5XIEGU.Z,
SXIDUE.Z,
^NQEMEA8600CADT,NASDAQ EMEA Real Estate CAD TR
SUXK.Z,
SX5E1000.Z,
^NQDMASPA8600LMEU,NASDAQ DM ASPA Real Estate Lg M
^NQMEA8600AUD,NASDAQ MEA Real Estate AUD Inde
SX5XDEGU.Z,
^NQEMASIA8600CAD,NASDAQ EM Asia Real Estate CAD
SX5XFIK.Z,
T8630U.Z,
^NQUSL8600GBPN,NQ US Lg Cap Real Estate GBP NT
^NQDMASPA8600CADN,NASDAQ DM ASPA Real Estate CAD
TEFINK.Z,
ES0S00000877.MA,
SX5EWT.Z,
SX5XFIU.Z,
SXXNFE.Z,
^NQEMMEA8600EUR,NASDAQ EM MEA Real Estate EUR I
SXBSCT.Z,
^NQUSB8637GBP,NQ US Bnchmk Real Estate Svcs G
^NQMEA8600N,The NASDAQ MEA Real Estate Inde
SX86GT.Z,
^NQEU8600JPYT,NASDAQ Europe Real Estate JPY T
^NQEMEA8600T,The NASDAQ EMEA Real Estate Ind
^NQDMMEA8600JPYT,NASDAQ DM MEA Real Estate JPY T
SX5KDL8.Z,
^NQUSB8630LMAUD,NQ US Real Estate Inv & Svcs L
^NQMEA8600LMT,NASDAQ MEA Real Estate Large Mi
SXF315E.Z,
^NQUSS8600JPYN,NQ US Sm Cap Real Estate JPY NT
^NQEM8600AUDT,NASDAQ Emerging Real Estate AUD
^NQJP8600AUDN,NASDAQ Japan Real Estate AUD NT
^NQUSS8637EURN,NQ US Sm Cap Real Estate Svcs E
^NQDMMEA8600N,The NASDAQ DM MEA Real Estate I
^NQEMEU8600EURN,NASDAQ EM Europe Real Estate EU
SXESLVGN.Z,
^NQG8600GBP,NASDAQ Global Real Estate GBP I
^NQUSB8600LMT,NQ US Real Estate Large Mid Ca
^NQDMMEA8600GBP,NASDAQ DM MEA Real Estate GBP I
^NQUSB8670LMGBPT,NQ US Real Estate Inv Trusts L
SX5XDEK.Z,
^NQUSB8670JPYT,NQ US Bnchmk Real Estate Inv Tr
^NQUSS8637AUDT,NQ US Sm Cap Real Estate Svcs A
SXI315E.Z,
WIESP4000.FGI,
^NQUSB8630LMJPYT,NQ US Real Estate Inv & Svcs L
WIESP2770.L,
^NQUSS8670GBPN,NQ US Sm Cap Real Estate Inv Tr
^NQDMEU8600CADT,NASDAQ DM Europe Real Estate CA
^NQDMASPA8600EUR,NASDAQ DM ASPA Real Estate EUR
^NQUSB8633CAD,NQ US Bnchmk Real Estate Hldg &
BATK.Z,
^NQDMEU8600LMT,NASDAQ DM Europe Real Estate Lg
SX5E0900.Z,
SX5K7S.Z,
^NQASPA8600LMJPY,NASDAQ ASPA Real Estate Lg Md C
SXESLVGG.Z,
LCXGNFT.Z,
^NQUSM8630GBP,NQ US Md Cap Real Estate Inv &
^NQGB8600LMCADN,NASDAQ UK Real Estate Large Mid
SXI315K.Z,
SX5E3P.Z,
SSVK.Z,
^NQASPA8600LMT,NASDAQ ASPA Real Estate Large M
^SP600-40403030,S&P 600 - Real Estate Developme
^NQJP8600LMGBP,NASDAQ Japan Real Estate Lg Md
ESI500200000.MA,
^NQEU8600CAD,NASDAQ Europe Real Estate CAD I
SXD315U.Z,
SXXNFK.Z,
SXT315GT.Z,
^NQEU8600LMCAD,NASDAQ Europe Real Estate Lg Md
^NQASPA8600LMJPYN,NASDAQ ASPA Real Estate Lg Md C
399200.SZ,
SXDU.Z,ESTXHEC USD NR
^NQUSB8670LMAUD,NQ US Real Estate Inv Trusts L
^NQJP8600GBP,NASDAQ Japan Real Estate GBP In
^NQUSB8670LMGBP,NQ US Real Estate Inv Trusts L
^NQUSM8600CADT,NQ US Md Cap Real Estate CAD TR
SXEESGHB.Z,
SD3AU.Z,
FESX.EX,
SX5GUS.Z,
^NQEURO8600AUD,NASDAQ Eurozone Real Estate AUD
^NQEMEA8600LMCADT,NASDAQ EMEA Real Estate Lg Md C
SCXU.Z,
^NQUSB8633AUDN,NQ US Bnchmk Real Estate Hldg &
SXD315E.Z,
^NQEMEU8600GBPT,NASDAQ EM Europe Real Estate GB
SX5EBW2.Z,
^NQUSM8670GBPT,NQ US Md Cap Real Estate Inv Tr
^NQDMEU8600LMEURN,NASDAQ DM Europe Real Estate Lg
SXR315K.Z,
^NQDMEU8600LMN,NASDAQ DM Europe Real Estate Lg
SXXSET.Z,
SXESLVUN.Z,
^NQUSM8600JPY,NQ US Md Cap Real Estate JPY In
SXTRUZLT.Z,
^NQUSB8600LMJPY,NQ US Real Estate Large Mid Ca
^NQEU8600LMEURN,NASDAQ Europe Real Estate Lg Md
^NQMEA8600LMJPYN,NASDAQ MEA Real Estate Large Mi
SX8U.Z,ESTXTEC USD NR
SXF315GU.Z,
^NQEMEA8600EURN,NASDAQ EMEA Real Estate EUR NTR
SX5K4S.Z,
^NQUSB8633JPYT,NQ US Bnchmk Real Estate Hldg &
SX5GUSDM.Z,
SIEFRP.Z,
^NQUSB8600LMGBPT,NQ US Real Estate Large Mid Ca
SXO7U.Z,
SXTRUZ1K.Z,
^NQASPA8600LM,NASDAQ ASPA Real Estate Large M
SX9315T.Z,
SXKU.Z,ESTXTEL USD NR
SX5XITGU.Z,
SAXEUNGR.Z,
^NQUSB8670LMCAD,NQ US Real Estate Inv Trusts L
SX8K.Z,ESTX TECHNOLOGY PR.USD
SXLVB5GU.Z,
0X7C.Z,ESTX50RC12%EUR
^NQDMASPA8600,The NASDAQ DM ASPA Real Estate
SX5XFRE.Z,
SLVT.Z,
WIESP6000.L,
SXPT.Z,ESTXBAR EUR NR
13362010.Z,
^NQUSB8600,NQ US Bnchmk Real Estate Index
^NQUSL8600GBP,NQ US Lg Cap Real Estate GBP In
^NQMEA8600EUR,NASDAQ MEA Real Estate EUR Inde
SXRI12UG.Z,
^NQMEA8600LMCADN,NASDAQ MEA Real Estate Large Mi
SX5UDL4.Z,
^NQUSB8637LMAUDT,NQ US Real Estate Svcs Lg Md C
^NQUSS8633T,NQ US Sm Cap Real Estate Holdin
SXNT.Z,ESTXIGS EUR NR
PIQP.Z,ESTX STR.STY.CO.40 PR.USD
^SPCSEREP,S&P/CSE Real Estate Industry Gr
^NQUSS8600CADT,NQ US Sm Cap Real Estate CAD TR
SXF315T.Z,
SXF315GT.Z,
^NQUSL8600N,NQ US Lg Cap Real Estate Index
^NQDMASIA8600AUDN,NASDAQ DM Asia Real Estate AUD
LCXU.Z,
^IXRE,Real Estate Select Sector Index
^NQDMEU8600AUDN,NASDAQ DM Europe Real Estate AU
^NQUSS8633AUDN,NQ US Sm Cap Real Estate Hldg &
^NQGB8600LMCAD,NASDAQ UK Real Estate Large Mid
WIESP8530.FGI,
^NQG8600CADT,NASDAQ Global Real Estate CAD T
^NQJP8600EURN,NASDAQ Japan Real Estate EUR NT
SX5XLUT.Z,
^NQDM8600N,The NASDAQ Developed Markets Re
^NQEMMEA8600CADN,NASDAQ EM MEA Real Estate CAD N
^NQUSB8637GBPN,NQ US Bnchmk Real Estate Svcs G
SXTRUZHT.Z,
^NQGB8600EURT,NASDAQ UK Real Estate EUR TR In
^NQEURO8600LMCAD,NASDAQ Eurozone Real Estate Lg
^NQDMEU8600LMEURT,NASDAQ DM Europe Real Estate Lg
SXECU.Z,
PIQX.Z,ESTXSTGW20 USD P
SX5R15EN.Z,
LCXNBU.Z,
T8600U.Z,
^NQG8600CADN,NASDAQ Global Real Estate CAD N
^NQDMEU8600LMGBPN,NASDAQ DM Europe Real Estate Lg
SIUFRP.Z,
^NQEMMEA8600JPYT,NASDAQ EM MEA Real Estate JPY T
SX5EGHB.Z,
WIESP0530.FGI,
SX5E1230.Z,
SXESLVUP.Z,
^NQDM8600LMGBP,NASDAQ DM Real Estate Lg Md Cap
^NQUSB8637JPYN,NQ US Bnchmk Real Estate Svcs J
^NQUSB8630LMJPY,NQ US Real Estate Inv & Svcs L
^NQUSS8633GBP,NQ US Sm Cap Real Estate Hldg &
SXO315K.Z,
SX5R15EG.Z,
^NQJP8600AUD,NASDAQ Japan Real Estate AUD In
^NQEM8600EUR,NASDAQ Emerging Real Estate EUR
^NQMEA8600,The NASDAQ MEA Real Estate Inde
^NQEU8600GBPN,NASDAQ Europe Real Estate GBP N
SXP315K.Z,
SX5XLUGT.Z,
FESZ.EX,
^NQUSM8670CADT,NQ US Md Cap Real Estate Inv Tr
SXA315GU.Z,
^NQUSB8670GBPN,NQ US Bnchmk Real Estate Inv Tr
^NQASPA8600JPY,NASDAQ ASPA Real Estate JPY Ind
SXN315GU.Z,
^NQEURO8600JPY,NASDAQ Eurozone Real Estate JPY
^NQUSM8600GBP,NQ US Md Cap Real Estate GBP In
WIESP2770.FGI,
SXT315K.Z,
SXXENFV.Z,
^NQEMEU8600JPYN,NASDAQ EM Europe Real Estate JP
^NQUSB8600LMEURN,NQ US Real Estate Large Mid Ca
^NQEU8600GBPT,NASDAQ Europe Real Estate GBP T
^NQUSS8670CADN,NQ US Sm Cap Real Estate Inv Tr
SX4U.Z,ESTXCHE USD NR
SXEGLP.Z,
^NQDMASPA8600CADT,NASDAQ DM ASPA Real Estate CAD
^NQEURO8600LMCADT,NASDAQ Eurozone Real Estate Lg
SX5XFRGT.Z,
SX5GT6S.Z,
^NQG8600N,The NASDAQ Global Real Estate I
T8670U.Z,
FESC.EX,
SXXESGE.Z,
^NQG8600LMCADN,NASDAQ Global Real Estate Lg Md
^NQUSM8600AUDT,NQ US Md Cap Real Estate AUD TR
SXISLBE.Z,
^NQUSM8670T,NQ US Md Cap Real Estate Inv Tr
SUBT.Z,
SX8GT.Z,
MCXK.Z,
^NQDM8600LM,NASDAQ Developed Real Estate Lg
^NQUSL8600EURN,NQ US Lg Cap Real Estate EUR NT
^NQUSS8637AUDN,NQ US Sm Cap Real Estate Svcs A
SD3E.Z,
SX5XIEE.Z,
OX7H.Z,ESTX50IT USD GR
^NQUSB8670LMEURT,NQ US Real Estate Inv Trusts L
SX5XDEGT.Z,
^NQUSM8670N,NQ US Md Cap Real Estate Inv Tr
LCXNBK.Z,
^NQUSB8630AUDT,NQ US Bnchmk Real Estate Inv &
^NQEMEA8600LMGBPT,NASDAQ EMEA Real Estate Lg Md C
SAXEMVP.Z,
SXE315K.Z,
^NQUSS8630EURT,NQ US Sm Cap Real Estate Inv &
31551997.SG,
31551980.SG,
30569502.SG,
IETFGT30P.AT,INAV ETF GT30P
ET50.FGI,FTSE ET50 Index
22146804.SG,
^SPY4,SPDR S&P 400 US Mid Cap ETF
31562064.SG,
^NQETHT,NASDAQ ETRE Hospitality REIT To
24784797.SG,
31548942.SG,
19678180.SG,
^NQETRT,NASDAQ ETRE Retail REIT Total R
4QDF.DE,IV RDX SOUR ETF USD
31551995.SG,
31556835.SG,31556835.SG
INRTW.PA,
31551996.SG,
399306.SZ,SZSE ETF INDEX
^ETI,ISE ETF 50 Index
INMOO.PA,
0J0A.DE,INAV SOURCE RDX ETF EUR
^ETFCOMP,Foreside ETF Composite Index
INLQQ.PA,LYXOR LQQ INAV
^NQETH,NASDAQ ETRE Hospitality REIT In
23391148.SG,
20976039.SG,
23284074.SG,
^NQETRET,NASDAQ ETRE Composite REIT Tota
31551978.SG,
INAUC.PA,
20805225.SG,
INC40.NX,
^NQETR,NASDAQ ETRE Retail REIT Index
23284070.SG,
31551913.SG,
C2733P.SW,SWX SB ETCMP&EQP PR
31556836.SG,
^NQETRRT,NASDAQ ETRE Residential REIT To
22146798.SG,
31548940.SG,
31551994.SG,
23633118.SG,
31551981.SG,
31549688.SG,
^ETFFTR,ISE ETF 50 Index (Total Return)
ET100.FGI,FTSE ET100 Index
^ETZ,Indicative NEV for Targeted Inc
C2733T.SW,SWX SB ETCMP&EQP TR
31551914.SG,
^NQETRR,NASDAQ ETRE Residential REIT In
3RIE.FGI,
^NQG6000EURT,NASDAQ Global Telecom EUR TR In
^NQASPA2000EUR,NASDAQ ASPA Inds EUR Index
^NQEURO50,NASDAQ EURO 50
^NQEU2000EUR,NASDAQ Europe Inds EUR Index
^NQEU7000EURN,NASDAQ Europe Utilities EUR NTR
^NQCHMCEURT,NASDAQ Switzerland Mid Cap EUR
